Az alábbi műveletek közül melyik minősül adatfeldolgozásnak?<br>a) Az adatok gyűjtése.<br>b) Az adatkezelő megbízásából végzett adatkezelési műveletek elvégzése.<br>c) Az adatok lekérdezése.<br>d) Mind a három fenti művelet adatfeldolgozásnak minősül.	Az adatkezelő megbízásából végzett adatkezelési műveletek elvégzése.
Az alábbi 3 állítás közül melyik hamis?<br>a) Személyes adatok kezeléséhez elég ha az érintett szóban hozzájárult.<br>b) Különleges adat csak törvényi előírás alapján kezelhető.<br>c) Bűnügyi személyes adatot csak állami vagy önkormányzati szerv kezelhet.<br>d) Mind a három fenti állítás igaz.	Különleges adat csak törvényi előírás alapján kezelhető.
Az alábbi adatkezelők közül melyiknél nem kötelező adatvédelmi tisztviselő alkalmazása?<br>a) Állami feladatot ellátó adatkezelő szervezetnél.<br>b) Bíróságoknál.<br>c) Közfeladatot ellátó adatkezelő szervezetnél.<br>d) Mindhárom fenti esetben kötelező.	Bíróságoknál.
Az alábbiak jogok közül melyikkel nem rendelkezik a személyes adatok érintettje?<br>a) A törléshez való joggal. <br>b) A helyesbítéshez való joggal.<br>c) Az előzetes tájékozódáshoz való joggal.<br>d) Mindhárom fenti joggal rendelkezik.	Mindhárom fenti joggal rendelkezik.
Az alábbi állítások közül melyik hamis?<br>a) A NAIH elnökét a köztársasági elnök nevezi ki 9 évre.<br>b) Az adatigénylésnek a közfeladatot ellátó szerv 15 napon belül köteles eleget tenni.<br>c) Az adatigénylés költségtérítése a kézbesítés költségét nem tartalmazhatja.<br>d) Adatigénylés benyújtása esetén a jogi képviselet nem kötelező.	Az adatigénylés költségtérítése a kézbesítés költségét nem tartalmazhatja.
Az alábbiak közül melyik esetben nem tiltakozhat az érintett személyes adatának kezelése ellen?<br>a) Közvetlen üzletszerzés céljára történő felhasználás esetén.<br>b) Közvélemény kutatási célú felhasználás esetén.<br>c) Tudományos célú felhasználás esetén.<br>d) Mindhárom fenti esetben tiltakozhat.	Mindhárom fenti esetben tiltakozhat.
Az alábbiak közül melyik esetben nem tiltakozhat az érintett, személyes adatának kezelése ellen?<br>a) Közvetlen üzletszerzés céljára történő felhasználás esetén.<br>b) Közvélemény kutatási célú felhasználás esetén.<br>c) Ha az adatkezelést közérdekű célból törvény rendeli el.<br>d) Mindhárom fenti esetben tiltakozhat.	Ha az adatkezelést közérdekű célból törvény rendeli el.
Az alábbiak közül melyik alkotás nem áll a szerzői jog védelme alatt?<br>a) Ötlet, eljárás.<br>b) Szoftver<br>c) Adatbázis<br>d) Térkép	Ötlet, eljárás.
Mennyi ideig védi a szerzői jog a művet?<br>a) 50 évig.<br>b) A szerző élete végéig.<br>c) A szerző életében és halála után 70 évig.<br>d) 20 évig.	A szerző életében és halála után 70 évig.
Melyik állítás hamis?<br>a) A felhasználási engedély korlátozható valamely területre.<br>b) A felhasználási engedély korlátozható megadott időtartamra.<br>c) A felhasználási engedély korlátozható valamely felhasználási módra.<br>d) A felhasználási engedély szóban is érvényes.	A felhasználási engedély szóban is érvényes.
Mennyi ideig védi a szabadalmi oltalom a találmányt?<br>a) 10 évig.<br>b) 20 évig.<br>c) A szabadalmas élete végéig.<br>d) A szabadalmas életében és halála után 20 évig.	20 évig.
